"ID"	"Name"	"City"	"Country"	"Latitude"	"Longitude"
7481	"Nizhneangarsk Airport"	"Nizhneangarsk"	"Russia"	55.8008003234863	109.595001220703
7483	"Vanavara Airport"	"Vanavara"	"Russia"	60.3596992492676	102.323997497559
7484	"Aykhal Airport"	"Aykhal"	"Russia"	65.959197998047	111.54650115967
7485	"Uktus Airport"	"Yekaterinburg"	"Russia"	56.7016983032227	60.7900009155273
7486	"Baykit Airport"	"Baykit"	"Russia"	61.676700592041	96.3550033569336
7487	"Biysk Airport"	"Biysk"	"Russia"	52.4799995422363	85.3399963378906
7488	"Huesca/Pirineos Airport"	"Huesca"	"Spain"	42.0760993958	-0.316666990519
7489	"Ciudad Real Central Airport"	"Ciudad Real"	"Spain"	38.8563888889	-3.97
7490	"Al Najaf International Airport"	"Najaf"	"Iraq"	31.989853	44.404317
7492	"Colonsay Airstrip"	"Colonsay"	"United Kingdom"	56.0574989319	-6.243060112
7494	"Rock Hill - York County Airport"	"Rock Hill"	"United States"	34.9878006	-81.05719757
7495	"Allegheny County Airport"	"Pittsburgh"	"United States"	40.3544006347656	-79.9301986694336
7496	"Cecil Airport"	"Jacksonville"	"United States"	30.2187004089	-81.876701355
7497	"Fulton County Airport Brown Field"	"Atlanta"	"United States"	33.7790985107	-84.5214004517
7498	"Tresco Heliport"	"Tresco"	"United Kingdom"	49.9455986022949	-6.33138990402222
7499	"Tarin Kowt Airport"	"Tarin Kowt"	"Afghanistan"	32.6041984558	65.8657989502
7500	"Zaranj Airport"	"Zaranj"	"Afghanistan"	30.972222	61.865833
7501	"Chakcharan Airport"	"Chaghcharan"	"Afghanistan"	34.5330009460449	65.2669982910156
7503	"Fuyang Xiguan Airport"	"Fuyang"	"China"	32.882157	115.734364
7504	"Longyan Guanzhishan Airport"	"Longyan"	"China"	25.6746997833	116.747001648
7505	"Baoshan Yunduan Airport"	"Baoshan"	"China"	25.053301	99.168297
7506	"Xingyi Airport"	"Xingyi"	"China"	25.0863888889	104.959444444
7508	"Liping Airport"	"Liping"	"China"	26.32217	109.1499
7510	"Stepanakert Air Base"	"Stepanakert"	"Azerbaijan"	39.9014015197754	46.7869987487793
7511	"The Ohio State University Airport - Don Scott Field"	"Columbus"	"United States"	40.0798	-83.072998
7513	"Addison Airport"	"Addison"	"United States"	32.9686012268	-96.8364028931
7514	"Destin Executive Airport"	"Destin"	"United States"	30.40010071	-86.47149658
7516	"Kherson International Airport"	"Kherson"	"Ukraine"	46.6758	32.506401
7517	"Ryan's Creek Aerodrome"	"Stewart Island"	"New Zealand"	-46.8997	168.100998
7518	"Assumption Island Airport"	"Assumption Island"	"Seychelles"	-9.7422199993	46.506802
7519	"Zhijiang Airport"	"Zhijiang"	"China"	27.4411111111	109.7
7521	"Yarmouth Airport"	"Yarmouth"	"Canada"	43.8269004821777	-66.0880966186523
7522	"Kinston Regional Jetport At Stallings Field"	"Kinston"	"United States"	35.331401825	-77.6088027954
7523	"First Flight Airport"	"Kill Devil Hills"	"United States"	36.0181999207	-75.6713027954
7527	"Lintsang Airfield"	"Lincang"	"China"	23.7381000519	100.025001526
7531	"Maturacá Airport"	"Maturaca"	"Brazil"	0.628269016742706	-66.1150970458984
7532	"Carajás Airport"	"Parauapebas"	"Brazil"	-6.11527776718	-50.0013885498
7533	"Centro de Lançamento de Alcântara Airport"	"Alcantara"	"Brazil"	-2.37299990653992	-44.3964004516602
7536	"Tarempa Airport"	"Anambas Islands"	"Indonesia"	3.34811997413635	106.258003234863
7538	"Würzburg-Schenkenturm Airport"	"Wuerzburg"	"Germany"	49.81778	9.8975
7542	"São Jacinto Airport"	"Aveiro"	"Portugal"	40.656741	-8.741544
7544	"Hopsten Air Base"	"Hopsten"	"Germany"	52.3386993408203	7.54132986068726
7546	"Persian Gulf International Airport"	"Khalije Fars"	"Iran"	27.379601	52.737701
7547	"Yasouj Airport"	"Yasuj"	"Iran"	30.700500488281	51.545101165771
7548	"Mosul International Airport"	"Mosul"	"Iraq"	36.305801	43.1474
7549	"Tajima Airport"	"Toyooka"	"Japan"	35.5127983093262	134.787002563477
7550	"Amakusa Airport"	"Amakusa"	"Japan"	32.482498	130.158997
7551	"Kikai Airport"	"Kikai"	"Japan"	28.3213005066	129.927993774
7552	"Aguni Airport"	"Aguni"	"Japan"	26.5925006866	127.240997314
7556	"Donoi Airport"	"Uliastai"	"Mongolia"	47.7093	96.5258
7557	"Bulgan Airport"	"Bulgan"	"Mongolia"	48.8549995422363	103.475997924805
7558	"Ulaangom Airport"	"Ulaangom"	"Mongolia"	50.066588	91.938273
7559	"Borongan Airport"	"Borongan"	"Philippines"	11.6743001938	125.478996277
7560	"Lubang Airport"	"Lubang"	"Philippines"	13.8554000854492	120.105003356934
7563	"Kulob Airport"	"Kulyab"	"Tajikistan"	37.9880981445312	69.8050003051758
7564	"Chi Mei Airport"	"Cimei"	"Taiwan"	23.2131004333	119.417999268
7565	"Daşoguz Airport"	"Dasoguz"	"Turkmenistan"	41.761101	59.826698
7566	"Barrow Island Airport"	"Barrow Island"	"Australia"	-20.8644008636475	115.40599822998
7569	"Derby Airport"	"Derby"	"Australia"	-17.3700008392334	123.661003112793
7570	"Walgett Airport"	"Walgett"	"Australia"	-30.0328006744385	148.126007080078
7571	"Bathurst Island Airport"	"Bathurst Island"	"Australia"	-11.7692003250122	130.619995117188
7572	"Dunk Island Airport"	"Dunk Island"	"Australia"	-17.9416999817	146.13999939
7573	"Lizard Island Airport"	"Lizard Island"	"Australia"	-14.673273	145.454571
7574	"Hamilton Airport"	"Hamilton"	"Australia"	-37.6488990783691	142.065002441406
7575	"Halls Creek Airport"	"Halls Creek"	"Australia"	-18.2339000701904	127.669998168945
7576	"Fitzroy Crossing Airport"	"Fitzroy Crossing"	"Australia"	-18.1819000244141	125.55899810791
7577	"Ravensthorpe Airport"	"Ravensthorpe"	"Australia"	-33.7971992493	120.208000183
7578	"Wilkins Runway"	"Budd Coast"	"Antarctica"	-66.690833	111.523611
7579	"Provo Municipal Airport"	"Provo"	"United States"	40.219200134277	-111.72299957275
7580	"Steamboat Springs Bob Adams Field"	"Steamboat Springs"	"United States"	40.5163002	-106.8659973
7581	"Delta Municipal Airport"	"Delta"	"United States"	39.3805999756	-112.508003235
7582	"Richfield Municipal Airport"	"Richfield"	"United States"	38.736400604248	-112.098999023438
7583	"Carbon County Regional/Buck Davis Field"	"Price"	"United States"	39.61389923	-110.7509995
7584	"Los Alamos Airport"	"Los Alamos"	"United States"	35.8797988892	-106.268997192
7586	"Lake Havasu City Airport"	"Lake Havasu City"	"United States"	34.571098	-114.358002
7587	"Winslow Lindbergh Regional Airport"	"Winslow"	"United States"	35.021900177	-110.722999573
7588	"Douglas Municipal Airport"	"Douglas"	"United States"	31.3425998688	-109.505996704
7589	"Marakei Airport"	"Marakei"	"Kiribati"	2.05860996246338	173.27099609375
7590	"Abemama Atoll Airport"	"Abemama"	"Kiribati"	0.490833014249802	173.828994750977
7591	"Buariki Airport"	"Buariki"	"Kiribati"	0.185277998447418	173.636993408203
7592	"Kuria Airport"	"Kuria"	"Kiribati"	0.218611001968384	173.442001342773
7593	"Arorae Island Airport"	"Arorae"	"Kiribati"	-2.61611008644104	176.802993774414
7594	"Tamana Island Airport"	"Tamana"	"Kiribati"	-2.48583006858826	175.970001220703
7595	"Beru Airport"	"Beru Island"	"Kiribati"	-1.35471999645233	176.00700378418
7596	"Nikunau Airport"	"Nikunau"	"Kiribati"	-1.31444001198	176.410003662
7597	"Butaritari Atoll Airport"	"Butaritari"	"Kiribati"	3.08583	172.811005
7598	"Makin Island Airport"	"Makin"	"Kiribati"	3.37443995475769	172.992004394531
7599	"Maiana Airport"	"Maiana"	"Kiribati"	1.00361001491547	173.031005859375
7600	"Nonouti Airport"	"Nonouti"	"Kiribati"	-0.639721989631653	174.427993774414
7601	"Tabiteuea South Airport"	"Tabiteuea"	"Kiribati"	-1.47443997859955	175.063995361328
7610	"Whitianga Airport"	"Whitianga"	"New Zealand"	-36.8316993713379	175.679000854492
7611	"Takaka Airport"	"Takaka"	"New Zealand"	-40.8133010864258	172.774993896484
7615	"Afutara Aerodrome"	"Afutara"	"Solomon Islands"	-9.19138888889	160.948611111
7616	"Ulawa Airport"	"Ulawa"	"Solomon Islands"	-9.86054358262	161.979546547
7617	"Choiseul Bay Airport"	"Choiseul Bay"	"Solomon Islands"	-6.711944	156.396111
7618	"Santa Ana Airport"	"Santa Ana"	"Solomon Islands"	-10.847994	162.454108
7619	"Yandina Airport"	"Yandina"	"Solomon Islands"	-9.092816	159.21841
7620	"Batuna Aerodrome"	"Batuna"	"Solomon Islands"	-8.56202777778	158.119305556
7621	"Bartow Municipal Airport"	"Bartow"	"United States"	27.9433994293	-81.7834014893
7622	"Dyagilevo Air Base"	"Kostroma"	"Russia"	54.6446990966797	39.5704002380371
7627	"Fitiuta Airport"	"Fiti\'uta"	"American Samoa"	-14.2172	-169.425003
7629	"Livermore Municipal Airport"	"Livermore"	"United States"	37.6934013367	-121.819999695
7630	"Mariposa Yosemite Airport"	"Mariposa"	"United States"	37.5108985901	-120.040000916
7633	"Grootfontein Airport"	"Grootfontein"	"Namibia"	-19.6021995544434	18.1226997375488
7634	"Rundu Airport"	"Rundu"	"Namibia"	-17.956499099731	19.719400405884
7642	"Tasiilaq Heliport"	"Angmagssalik"	"Greenland"	65.612296	-37.618335
7646	"Jacqueline Cochran Regional Airport"	"Palm Springs"	"United States"	33.62670135498	-116.16000366211
7647	"Santa Monica Municipal Airport"	"Santa Monica"	"United States"	34.0158004761	-118.450996399
7648	"Bermuda Dunes Airport"	"Palm Springs"	"United States"	33.748401641846	-116.27500152588
7649	"Scottsdale Airport"	"Scottsdale"	"United States"	33.622898101807	-111.91100311279
7650	"Olympia Regional Airport"	"Olympia"	"United States"	46.9693985	-122.9029999
7651	"Yolo County Davis Woodland Winters Airport"	"Davis-Woodland-Winters"	"United States"	38.57910156	-121.8570023
7652	"Garfield County Regional Airport"	"Rifle"	"United States"	39.526299	-107.726997
7653	"Shively Field"	"SARATOGA"	"United States"	41.444901	-106.823997
7654	"DeKalb Peachtree Airport"	"Atlanta"	"United States"	33.8755989075	-84.3020019531
7655	"Monroe County Airport"	"Bloomington"	"United States"	39.1459999084473	-86.61669921875
7656	"Witham Field"	"Stuart"	"United States"	27.18169975	-80.22109985
7657	"Morristown Municipal Airport"	"Morristown"	"United States"	40.7994003295898	-74.4149017333984
7658	"Napa County Airport"	"Napa"	"United States"	38.2132	-122.280998
7659	"Brown Field Municipal Airport"	"San Diego"	"United States"	32.572299957275	-116.98000335693
7660	"Wangen-Lachen Airport"	"Wangen-Lachen"	"Switzerland"	47.2047	8.8675
7662	"Venice Municipal Airport"	"Venice"	"United States"	27.071599960327	-82.440299987793
7663	"Palm Beach County Glades Airport"	"Pahokee"	"United States"	26.78499985	-80.69339752
7669	"Northwest Florida Beaches International Airport"	"Panama City"	"United States"	30.357106	-85.795414
7670	"San Bernardino International Airport"	"San Bernardino"	"United States"	34.0954017639	-117.23500061
7671	"Valença Airport"	"Valenca"	"Brazil"	-13.2965	-38.992401
7673	"Caruaru Airport"	"Caruaru"	"Brazil"	-8.28238964080811	-36.013500213623
7674	"Wake Island Airfield"	"Wake island"	"Wake Island"	19.2821006774902	166.636001586914
7675	"Aeroclube Airport"	"Nova Iguacu"	"Brazil"	-22.7453002929688	-43.4603004455566
7683	"San Carlos Airport"	"San Carlos"	"United States"	37.511901855469	-122.25
7684	"Courtelary Airport"	"Courtelary "	"Switzerland"	47.1836013793945	7.09082984924316
7685	"Lotnisko Korne"	"Koszalin"	"Poland"	54.129583	17.844972
7686	"Camp Okavango Airport"	"Okavango Delta"	"Botswana"	-19.131115	23.102505
7690	"Rocky Mount Wilson Regional Airport"	"Rocky Mount"	"United States"	35.8563003540039	-77.8918991088867
7691	"Whittier Airport"	"Whittier"	"United States"	60.7771987915039	-148.72200012207
7692	"Soldotna Airport"	"Soldotna"	"United States"	60.475700378418	-151.033996582031
7693	"Gillespie Field"	"El Cajon"	"United States"	32.826198577881	-116.97200012207
7694	"San Clemente Island Naval Auxiliary Landing Field"	"San Clemente Island"	"United States"	33.02270126	-118.5879974
7700	"Phan Rang Airport"	"Phan Rang"	"Vietnam"	11.6335000992	108.952003479
7701	"Na-San Airport"	"Son-La"	"Vietnam"	21.2169990539551	104.032997131348
7702	"Truckee Tahoe Airport"	"Truckee"	"United States"	39.3199996948	-120.13999939
7703	"Fréjus Airport"	"Frejus"	"France"	43.4175	6.7357
7704	"Geelong Airport"	"Geelong"	"Australia"	-38.2249984741211	144.332992553711
7710	"Mezen Airport"	"Mezen"	"Russia"	65.8783340454102	44.2150001525879
7711	"Vaskovo Airport"	"Arkhangelsk"	"Russia"	64.4417037964	40.4216995239
7712	"Cobb County-Mc Collum Field"	"Atlanta"	"United States"	34.01319885	-84.59860229
7714	"Brumowski  Air Base"	"Tulln"	"Austria"	48.3167	16.116699
7716	"Dell Flight Strip"	"Dell"	"United States"	44.7356987	-112.720001221
7717	"Mission Field"	"Livingston-Montana"	"United States"	45.6994018555	-110.447998047
7720	"Big Timber Airport"	"Big Timber"	"United States"	45.8064002990723	-109.981002807617
7721	"Tulip City Airport"	"Holland"	"United States"	42.742900848389	-86.107398986816
7722	"London Heliport"	"London"	"United Kingdom"	51.4697227478	-0.179444000125
7723	"Venice-Lido Airport"	"Venice"	"Italy"	45.428299	12.3881
7724	"Tallinn Linnahall Heliport"	"Tallinn"	"Estonia"	59.4486198425293	24.7532272338867
7725	"Hernesaari Heliport"	"Helsinki"	"Finland"	60.147777557373	24.9244441986084
7726	"Linkenheim Airport"	"Linkenheim"	"Germany"	49.1416664123535	8.39472198486328
7727	"Monument Valley Airport"	"Monument Valley"	"United States"	37.0167007446	-110.200996399
7728	"Hilversum Airfield"	"Hilversum"	"Netherlands"	52.191898	5.14694
7729	"West 30th St. Heliport"	"New York"	"United States"	40.754501	-74.007103
7730	"Texel Airfield"	"Texel"	"Netherlands"	53.115299	4.83361
7731	"La Cerdanya Airport"	"Das i Fontanals de Cerdanya"	"Spain"	42.3863983154297	1.86667001247406
7732	"Lakeland Linder International Airport"	"Lakeland"	"United States"	27.988899	-82.018602
7738	"Stary Oskol Airport"	"Stary Oskol"	"Russia"	51.329216003418	37.7688484191895
7766	"Syangboche Airport"	"Syangboche"	"Nepal"	27.8112	86.7124
7767	"Indianola Municipal Airport"	"New York"	"United States"	33.485699	-90.678902
7768	"Cheremshanka Airport"	"Krasnoyarsk"	"Russia"	56.1769981384	92.5400009155
7769	"French Valley Airport"	"Murrieta-Temecula"	"United States"	33.5741996765	-117.127998352
7772	"Oristano-Fenosu Airport"	"Oristano"	"Italy"	39.895308	8.642661
7773	"White Waltham Airfield"	"Maidenhead"	"United Kingdom"	51.5008010864	-0.774443984032
7774	"Mysore Airport"	"Mysore"	"India"	12.23	76.655833
7775	"Carl R Keller Field"	"Port Clinton"	"United States"	41.516300201416	-82.8686981201172
7776	"Dayton-Wright Brothers Airport"	"Dayton"	"United States"	39.5890007019	-84.224899292
7777	"Richmond Municipal Airport"	"Richmond"	"United States"	39.7571983337402	-84.8427963256836
7778	"Findlay Airport"	"Findley"	"United States"	41.0135002136	-83.6687011719
7780	"Burlington Executive"	"Burlington"	"Canada"	43.4414531515	-79.850102663
7782	"Penneshaw Airport"	"Penneshaw"	"Australia"	-35.7558462874	137.962875366
7787	"Engels heliport"	"Ebenhofen"	"Germany"	51.2116661071777	4.58083295822144
7792	"Emporia Municipal Airport"	"Kempten"	"Germany"	38.3320999146	-96.1912002563
7800	"Skå-Edeby Airport"	"Essen"	"Germany"	59.345100402832	17.74049949646
7804	"Wycombe Air Park"	"Wycombe"	"United Kingdom"	51.6116981506	-0.808332979679
7805	"Bembridge Airport"	"Bembridge"	"United Kingdom"	50.6781005859	-1.10943996906
7806	"Waterville / Kings County Municipal Airport"	"Waterville"	"Canada"	45.0518989563	-64.6517028809
7809	"Black Hills Airport-Clyde Ice Field"	"Spearfish-South Dakota"	"United States"	44.48030090332	-103.78299713135
7810	"Westkapelle heliport"	"Knokke"	"Belgium"	51.32222366333	3.2930560112
7811	"Redcliffe Airport"	"Rothwell"	"Australia"	-27.2066993713379	153.067993164062
7812	"Oksywie Military Air Base"	"Gdynia"	"Poland"	54.57970047	18.51720047
7813	"Malbork Military Air Base"	"Malbork"	"Poland"	54.0269012451	19.1341991425
7814	"Lask Military Air Base"	"Lask"	"Poland"	51.551700592	19.1791000366
7815	"Miroslawiec Military Air Base"	"Miroslawiec"	"Poland"	53.3950996399	16.0827999115
7816	"Krzesiny Military Air Base"	"Poznan"	"Poland"	52.3316993713	16.9664001465
7817	"Olive Branch Airport"	"Olive Branch"	"United States"	34.9786987305	-89.7869033813
7818	"Viña del mar Airport"	"Vina del Mar"	"Chile"	-32.9496	-71.4786
7820	"Brampton Airport"	"Brampton"	"Canada"	43.7602996826	-79.875
7821	"Zonguldak Airport"	"Zonguldak"	"Turkey"	41.506401062	32.0886001587
7822	"Rocky Mountain Metropolitan Airport"	"Broomfield-CO"	"United States"	39.90879822	-105.1169968
7826	"Salem Municipal Airport/McNary Field"	"Salem"	"United States"	44.90950012	-123.0029984
7827	"Tunica Municipal Airport"	"Tunica"	"United States"	34.680999755859	-90.346702575684
7828	"Batken Airport"	"Batken"	"Kyrgyzstan"	40.042899	70.83784
7830	"Kasaba Bay Airport"	"Kasaba Bay"	"Zambia"	-8.52499961853027	30.6630001068115
7831	"Hunt Field"	"Lindau"	"Germany"	42.8152008057	-108.730003357
7834	"Hoogeveen Airfield"	"Hoogeveen"	"Netherlands"	52.730801	6.51611
7835	"Teuge Airport"	"Deventer"	"Netherlands"	52.2447013855	6.04666996002
7836	"Midden-Zeeland Airport"	"Middelburg"	"Netherlands"	51.5121994019	3.73111009598
7837	"Ameland Airfield"	"Ameland"	"Netherlands"	53.451698	5.67722
7838	"Saint-Cyr-l'École Airport"	"Saint-Cyr"	"France"	48.8114013671875	2.07471990585327
7839	"Lawrence J Timmerman Airport"	"Milwaukee"	"United States"	43.110401	-88.034401
7840	"Southern Wisconsin Regional Airport"	"Janesville"	"United States"	42.620300293	-89.0416030884
7841	"Mantsonyane Airport"	"Mantsonyane"	"Lesotho"	-29.5461006164551	28.2709999084473
7846	"Arlington Municipal Airport"	"Arlington"	"United States"	32.6638984680176	-97.0942993164062
7847	"Gwinnett County Briscoe Field"	"Lawrenceville"	"United States"	33.97809982	-83.96240234
7848	"Bowling Green Warren County Regional Airport"	"Bowling Green"	"United States"	36.9645004272	-86.4197006226
7849	"Richard Lloyd Jones Jr Airport"	"Tulsa"	"United States"	36.039600372314	-95.984596252441
7853	"Al Minhad Air Base"	"Minhad AB"	"United Arab Emirates"	25.0268001556	55.3661994934
7854	"Kirovograd Airport"	"Kirovograd"	"Ukraine"	48.5428009033203	32.2849998474121
7855	"Roitzschjora Airfield"	"Roitzschjora"	"Germany"	51.577778	12.494444
7856	"El Alamein International Airport"	"Dabaa City"	"Egypt"	30.9244995117188	28.4613990783691
7857	"Bryce Canyon Airport"	"Bryce Canyon"	"United States"	37.706401825	-112.144996643
7859	"Burlington Alamance Regional Airport"	"Burlington"	"United States"	36.0485000610352	-79.4748992919922
7861	"Chkalovskiy Air Base"	"Shchyolkovo"	"Russia"	55.8783	38.061699
7862	"Tengchong Tuofeng Airport"	"Tengchong"	"China"	24.9380555556	98.4858333333
7863	"Belbek Airport"	"Sevastopol"	"Ukraine"	44.688999176	33.5709991455
7867	"De Peel Air Base"	"Deurne"	"Netherlands"	51.5172996520996	5.85572004318237
7868	"Camp Bastion Airport"	"Camp Bastion"	"Afghanistan"	31.8638000488	64.2246017456
7869	"New Century Aircenter Airport"	"Olathe"	"United States"	38.8308982849	-94.890296936
7870	"Easton Newnam Field"	"Easton"	"United States"	38.8041992188	-76.0690002441
7871	"Stafsberg Airport"	"Hamar"	"Norway"	60.8180999755859	11.0679998397827
7872	"Ringebu Airfield Frya"	"Frya"	"Norway"	61.545440673	10.061588287
7875	"Yuba County Airport"	"Yuba City"	"United States"	39.09780121	-121.5699997
7879	"Phillip Island Airport"	"Phillip Island"	"Australia"	-38.5233001708984	145.326995849609
7880	"Halliburton Field"	"Duncan"	"United States"	34.47090149	-97.9598999
7885	"Garner Field"	"Uvalde"	"United States"	29.2112998962	-99.743598938
7886	"Lewis University Airport"	"Lockport"	"United States"	41.6072998	-88.09619904
7888	"Buchanan Field"	"Concord"	"United States"	37.9897003174	-122.056999207
7889	"Ocean Reef Club Airport"	"Ocean Reef Club Airport"	"United States"	25.325399398804	-80.274803161621
7892	"Strasbourg Neuhof Airfield"	"Strasbourg Neudorf"	"France"	48.554401	7.77806
7893	"Nannhausen Airport"	"Nannhausen"	"Germany"	49.9702796936	7.47916698456
7894	"Yushu Batang Airport"	"Yushu"	"China"	32.8363888889	97.0363888889
7898	"Lianshui Airport"	"Huai An"	"China"	33.7908333333	119.125
7902	"Toronto/Oshawa Executive Airport"	"Oshawa"	"Canada"	43.922798	-78.894997
7903	"Marl-Loemühle Airfield"	"Recklinghausen"	"Germany"	51.647202	7.16333
7904	"Färila Air Base"	"Farila"	"Sweden"	61.897998809814	15.705300331116
7905	"Lahr Airport"	"Lahr"	"Germany"	48.3693008423	7.82772016525
7906	"Monywar Airport"	"Monywa"	"Burma"	22.221638	95.093479
